content,at,userName,score,application
susah login terang sim card deteksi padahal sinyal muncul simcard kedetec hp susah kalo pas transaksi rumah orang2 dagang mohon sgr baik,2024-09-23 09:25:46,Azis Badjeber Official,1,BNI
mobile banking bni parah bisa buat setor tunai udah lama banget bsa setor tunai tulis baik fitur terus restart di cb mode pesawat tp sama aja nihil mohon baik,2024-09-23 09:08:54,Putri Adistia,1,BNI
bni sihh mau masuk mbaking aja bisa masalah mana ni mau laku transaksi sama sekali bisa mbaking pakai login aja susah,2024-09-23 08:59:15,Satria Hadi Lesmana,1,BNI
percuma downloadsudah bagai macam caratetep bisa guna padahal ismail kata sandi bener,2024-09-23 06:36:48,Ipul Tirta,1,BNI
plis dong di baik sistem nya lot kayak keyong,2024-09-23 05:56:59,Hepi Muzakar,1,BNI
mau aktivasi pilih lokasi negara kok selalu crash instal ulang aplikasi udah restart hp udah tetap bisa solusi gimana,2024-09-22 22:22:19,Aldio Rama Diwantara,5,BNI
update malah susah mo login keluar notif sedang meperbaiki kualitas kalo gi buru2 bikin repot aplikasi pihak bni d respon keluh kesah nasabah mbanking ny susah login bkn satu org ngerasain sperti coba masuk bisa kirim gambar bukti kalo susah login,2024-09-22 18:57:57,Amy Hengki,1,BNI
salah satu bank sangat buruk layan adu 4bln juga selesai utama cabang bni bogor sangat kecewa,2024-09-22 18:12:17,Ivan Vodcabillie,1,BNI
kendala sini mohon maaf sedang meingkatkan layan mobile banking masalah sim daftar selalu slot 1 pernah pindah jaring stabil 4g beberapa teman juga alami masalah sama saya hapus download tapi kendala yang sama,2024-09-22 18:06:20,wahyu yudha pratama,2,BNI
layan customer service banyak antri lama tanda banyak adu tidak puas nasabah bni,2024-09-22 16:59:33,yudha pratama,1,BNI
susah login sekarang padahal lebih pilih bni mobile bangking pada wonder,2024-09-22 16:34:42,Robet sh,1,BNI
dong gimana gabisa login masak baik sistem terus uda berapa lama,2024-09-22 16:16:29,Oline Karolin,3,BNI
mohon maaf sedang tingkat layan mobil bengking coba brapa lagi gitu2 aja minggu2 lalu,2024-09-22 15:59:14,Wahyu Wibowo,5,BNI
dong kk masa iya baik terus mau log in aj bisa,2024-09-22 15:09:14,Ria resti,1,BNI
mau login selalu mohon maaf sedang tingkat layan terus,2024-09-22 15:08:55,Rega Suhendra,1,BNI
makin parah sinyal bagus pakai nomor daftar malah tingkat layan terus bobrok app transaksi hambat bank besar sistem jelek,2024-09-22 15:01:41,Adhe “dhe” Rukyat,1,BNI
gak benar ni semenjak wonder jadi susah loginjuga susah transaksipadahal ada banking mudah transaksi,2024-09-22 14:40:07,Ristiara Huderis,4,BNI
ya transaksi sedang proses terus udah download wonder tidak masuk kata sandi salah terus kata bagaimana solusi transaksi status sedang proses terus tidak sukses,2024-09-22 13:48:40,Aniyah Mulyadi,2,BNI
akhir akhir aplikasi nya susah guna selalu jadi tingkat layanantolong baik,2024-09-22 12:28:49,Rudi Yansyah,2,BNI
baik mulai login selalu bisa pemberitahuan sedang baik ini terus jadi hari mau kapan segera baik ini sangat menganggu transaksi,2024-09-22 09:32:48,Andrian Prandika,1,BNI
aplikasi jelas parahh udah 3 hari bisa login selalu maintenance kacauu gimana lah benerin upgrade bukan makin bagus malah anjlok parah,2024-09-22 09:00:04,Awi Juni Manurung,4,BNI
awat server mulu tidakbisa buka,2024-09-22 08:56:55,RASMARNI SMPN 2 BMR,2,BNI
sejak ada aplikasi wonder mbanking jd sering error lah maintenance lah buat login aja susah bisa masuk akan laku transaksi tetep aja error layan makin buruk aja bank,2024-09-22 08:33:55,Mokhamad Taufiq,1,BNI
susah buat login selalu tingkat layana terus terang padahal sinyal bagus lancar,2024-09-22 06:29:51,Amreza maula,2,BNI
norek sama kartu kredit virtual nya kirim email jdi bisa aktivasi,2024-09-22 06:03:06,Hendro Saputra,2,BNI
scan kode qris ambil langsung galeri bisa padahal kalo pake aplikasi bank belah fine2 aja,2024-09-22 04:39:46,alvien s,2,BNI
aplikasi cacad ganggu mulu padahal sinyal bagus sampah,2024-09-22 02:10:50,Tegar Zulian,1,BNI
sistem aplikasi cacat sangat rugi bayar pakai qrish saldo potong di terang struk gagal dn dana masuk rek terima emang aplikasi cacat,2024-09-22 00:45:27,MORO ISLAND,1,BNI
bagaimana stiap login slalu notif baik tingkat lyanan jd ada nyaman nya pkai bni mobile banking skr urgent malah muter akhir bisa login tunda semua bayar dong baik n solusi dr pihak manajemen,2024-09-21 21:21:27,Tri Astuti,2,BNI
mau daftar bni dionline bisa klik awal layar masuk apps apa,2024-09-21 20:52:11,MUHAMAD NURMUSLIH,1,BNI
woyy aplakasi bni mobile banking ganggu bikim emosi aja mau login bisa mohon maaf sedang tingkat layan mobile bankingcoba beberapa lagi selalu begitu kalo mau login kalo benerin hapus aja aplikasi ny udah bnyk ug komen kok di biarin aja heran gue,2024-09-21 20:04:45,Masarga Said,1,BNI
kok susah banget mau login muncul notif maintenance mulu padahal ada maintenance kalo hp,2024-09-21 19:41:43,Farlian Aji,1,BNI
kayak bukan aplikasi profesional hari waktu selalu baik,2024-09-21 19:14:25,Aditia Angga Wibowo,1,BNI
baik otp aja di kirim lama,2024-09-21 18:54:34,Iqbal Mukti,1,BNI
kecewa banget sama aplikasi bni mobile banking sekarang mau transaksi sangat susah mana kdg urgent tlong lh baik lgmending uniinstal aj,2024-09-21 18:43:18,baby hanan,1,BNI
aplikasi paling sering ganggu bisa pakai,2024-09-21 18:23:44,Fajar fes,1,BNI
ganggu terus uy gimana neh,2024-09-21 15:22:07,Fahrul Rosi,2,BNI
semenjak aplikasi wonder apa baru kok jadi susah login masak mau login selalu masalah selalu muncul aplikasi sedang tingkat gitu aj tross,2024-09-21 15:09:28,Hady Irawan,1,BNI
m banking selalu tingkat kan layananjadi ganggu transaksi,2024-09-21 15:08:03,A dian P,5,BNI
mau login aja susah tulis baik mohon coba beberapa di coba puluh kali login udah syukur bangeett di tengah transaksi muncul pesan baik coba deh it nya bni lebih concern sisi guna jadi nya aku bisa transaksi apa lagi liat saldo,2024-09-21 15:06:30,Bayu Wijaya Putra,1,BNI
tidak mau guna kartu kredit saat sownload m bamking online selalu paksa,2024-09-21 14:42:08,Christien Natalia,1,BNI
inti kecewa baik masa login aja bisa,2024-09-21 13:25:21,J.S Hadikusuma,1,BNI
top up dana lewat bni mobil banking histori sdah potong tpi cek saldo dana masuk bukti transaksi ada bantu solusi min,2024-09-21 13:14:37,Clash OF Clan,5,BNI
apa susah login sebenanti benanti ganggu sangat kecewa guna aplikasi bni login nya susah minta ampun,2024-09-21 12:38:57,Abdi Amulya,1,BNI
sangat kecewa saat sangat perlu transfer malah gagal terus terang malah sedang baik terus padahal urgent banget,2024-09-21 12:36:09,Dodi Irawan,1,BNI
bni mobile banking kalo weekend mmang tidakbsa akses sma skali apa gmna udah smpe uninstall ttp jga tidakbsa login prbaikan mmang tidakslsai2 apa gmna sih baik trus kendala bad bnget aplikasi,2024-09-21 12:20:52,Luciyana Hendri,1,BNI
lagi app bni mobile tida forclose logout sendiri di update tampil login nya malah tidakada tambah ribet aja ni app,2024-09-21 11:47:34,Lukman Awaludin,1,BNI
sangat membantutapi ini udah transfer bayar tagih paylater account sama bni bisa nya bank laintolong dong adain karena sama bni kan gratis,2024-09-21 10:37:01,Valentvictor Victor,5,BNI
bni sekarang makin susah buka padahal udah update trus dong benerin baik biar tidaksusah kalo mau transaksi,2024-09-21 07:50:36,Mistahrul,2,BNI
semenjak wonder bni bni banking nya jdi lelet gin parah bangett mau transaksi apa pn bisa wonder bni smua fitur tolong dong bni gmna kalo org urgent gin tiba2 bisa,2024-09-21 07:20:26,metriyani anggraeni,1,BNI
ko bs transfer sekarang kecewa banget,2024-09-21 05:40:59,Ciwang Anteja,1,BNI
sistem cacat otp email masuk 3x minta kode belum kirim otp email,2024-09-20 21:58:08,Anon User,1,BNI
kenapa mau log in bisa berkalikali sampai uninstall sama parah banget garagara masalah tadi pagi mau bayar buat plat motor pakai qris bisa harus pergi atm cukup jauh tarik tunai harus mudah jadi sangat susah,2024-09-20 19:40:04,Deddy Mus Heryanto,1,BNI
error terustiada hari baik,2024-09-20 18:55:44,Ervan nasha (Ervan),1,BNI
update baru malah susah login,2024-09-20 18:39:44,Bang Je Channel,1,BNI
ganggu terus woooyy di baik sinyal lancar masa tetap bisa buka m banking nya parah,2024-09-20 18:34:19,adryansyah ksdh2011,1,BNI
aplikasi mau buka aplikasi henti coba ulang terus itu,2024-09-20 18:28:51,Amrizal Amri,2,BNI
sulit banget login doang tiap hari coba 20x login masuk cuma 1x perbaikin ni aplikasi,2024-09-20 18:05:00,Daniel Andhika Putra,1,BNI
kok akhirakhir jadi sering baik terus sih jadi lagi perlu banget malah bisa guna,2024-09-20 18:01:34,Dame Santy Anastasya Manurung,2,BNI
masa mau login mbank 105 belum laku registrasi maksud nya apa di jelas sya paham sya bisa login aplikasi mobile banking bantu sya soal nya,2024-09-20 17:08:31,Riajlodio Dio,2,BNI
gak bakal ganti wondr bni sudah enak bebas admin bulan,2024-09-20 17:07:20,Yoga Jarwo,5,BNI
layan bangking nya makin buruk nya mudah malah susah login masuk aja bisaslalu muncul mohon maaf sedang tingkat layanana mobile bangkingini bukan tingkat tp turun,2024-09-20 17:07:00,Angga Madon,1,BNI
bukan segera baik malah makin ganggu logsangat hambat transaksi bikin emosi sajaaaaaa,2024-09-20 16:49:55,Bella Sentia,2,BNI
kerang lebih sering ganggu bisa buka samsek mobile banking nyaa dahh lahhh,2024-09-20 16:10:36,Siti Nurafifah,3,BNI
aneh banget aplikasi nya masa aku mau buka tabung online nik daftar padahal kt ada rusak apa deh verifikasi foto bagus kok jernih kamera kesel bangettt bete,2024-09-20 16:00:47,Feby Valentina,1,BNI
ribet banget aplikasi bikin repot dah login aja susah nya tengah mati,2024-09-20 15:15:55,Rika Sapitri,1,BNI
bisa buka rekening malah suruh langsung datang kantor cabangsaya langsung uninstal sekarang terimakasih,2024-09-20 13:39:21,Wafi Love,1,BNI
susah login sistem dlm baik melulu,2024-09-20 13:38:46,Pakde Enyong,3,BNI
bagus amanah gampang cepat,2024-09-20 10:48:23,tumi jan,5,BNI
costumer service sangat lama merespon saldo hilang sendiri,2024-09-20 09:17:49,Fiki Sampurna,1,BNI
makin semenjak word makin buruk semenjak word makin jelek semenjak word makinin kecewa semenjak word makin kecewkecewakecewa semenjak word,2024-09-20 09:12:34,wenis aldo,1,BNI
lumayan kecewa semenjak app wondr jadi susah guna selalu sedang tingkat layan mobile banking,2024-09-20 08:42:27,Adelia Ningrum,2,BNI
apa yang erorsetelah instal aplikasi bni mobile bankingtidak masuk lagitulisan no rekening salah teruspadahal no rekening nya benarsangat kecewa,2024-09-20 07:22:18,Komarudin Komarudin,2,BNI
ribet buat login rekening sdh sesuai buku tabung notifikasi sesuai,2024-09-20 02:17:58,Adhimas Candra Aji Pamungkas,1,BNI
saldo tiba2 minus history transaksi ada bukti debet hubung callcenter malah oper sana oper sini kartu kredit lah ke layan bank kan lah pulsa habis banyak buat hubung callcenter,2024-09-19 21:31:04,Christian H. Tarigan,1,BNI
sulit masukin id nya berapa kali coba gagal terus mohon bantu nya,2024-09-19 21:30:53,Nur Rohim,4,BNI
nganguan tingkat trus log in nya lama benar bos kondisi,2024-09-19 19:20:58,ANGGA CB,1,BNI
buka makin bagus makin buruk tiap hari susah login parah,2024-09-19 19:17:09,Aam 99,1,BNI
sangat puastolong tingkat kualitas,2024-09-19 17:08:52,Aziza Icha,4,BNI
mau login verifikasi muka kok gabisasuruh ulang 2 hari udah scan sempurna gabisa,2024-09-19 16:50:33,emilianus adhitya,1,BNI
lama banget ngirim kode otp email waktu habis,2024-09-19 16:01:27,Misna,1,BNI
bagus aplikasi gampang transaksi apapub,2024-09-19 15:44:27,Tomson Salomo,5,BNI
kenapa kok tingkat layan aplikasi mulu udah beberapa hari bisa buka aplikasi kirakira kapan selesai masalah mau transaksi digital jadi kendala mulu konek wifi sama data sama bisa akses padahal jaring stabil kuat mohon segera atas terima kasih,2024-09-19 12:50:35,Six 2022,1,BNI
hasil transaksi bisa share whatsapp e20 samsung a05 sdh email tp ad balas hadeuh,2024-09-19 11:11:50,yogo untoro,2,BNI
kurang lancar mau transaksi cepat kendala apknya udah mode pesawat tetap,2024-09-18 23:41:33,Ardi Saputra,3,BNI
aduh di baik dong tidak login ada tulis sedang tingkat layan bener aja tidak login,2024-09-18 23:36:44,zaskia mingyu,1,BNI
bukak mbangking pagi sekarang alert transaksi tidak bisa lanjut terus itu kira,2024-09-18 18:42:53,Fitriya Efi,1,BNI
login susah bener gilir kyak gin bilang priksa jaring pdahal liat ulas semua komplain sma ayo dong baik bukan cari alesan nyalahin sinyal,2024-09-18 16:26:52,Arif Munandar,1,BNI
banding bank ini paling gajelasmau tf batasin mau bayar pajak kalau saldo pres gabisahapus aja plystore,2024-09-18 14:04:33,Qrida putra,2,BNI
makin buruk lot aplikasi kecewa,2024-09-18 13:18:16,Antonius Deny Wijaya,1,BNI
benar benar bantu tiap waktu,2024-09-18 11:59:49,Oriyanto S. Suludani (Ori),5,BNI
semenjak ad wondr kok mbanking mkin lmbat yhgk satset kyak dlubuka aplikasi aj bsa lbh dr 1 mnit n mo transaksi it lma bngtapakh hrs bralih k wondr,2024-09-18 09:28:43,Nyomanlekeng Lekeng,3,BNI
gmn cara kembli password hilang,2024-09-18 08:39:25,Jenal Andrian,5,BNI
login bisa kenapa terang baik aplikasi terus padahal udah update sampe mode pesawat tidak ngefek udah berapa hari sama aja bni solusi,2024-09-18 07:36:16,carina rina,4,BNI
sangat kecewa bni sangat sulit login transfer uang,2024-09-17 20:19:57,Ales19,1,BNI
sekarang susah buka selalu muncul sedang tingkat,2024-09-17 20:18:20,Maya Putri Wijaya,2,BNI
kenap sekarang susah logiin selalu tingkat layan terus,2024-09-17 20:16:16,NANDO FEBRIAN,1,BNI
jelek banget sekarang bni mau login aja ganggu terus padahal sinyal bagus kendala semenjak ada iklan wonder jelas bgt,2024-09-17 20:00:35,Rini Setiawati,2,BNI
ya guna aplikasinini bukan mudah malah bikin emosiii mau transaksi sistem baik masa hari it trs,2024-09-17 19:56:32,Dedi Tebing,1,BNI
akhir login trus kata ny tingkat layan mobile banking tpi playstore ny ada update an trbaru udah d coba sesuai saran tpi ttp tidak bisa,2024-09-17 19:54:25,Natsu Furusawa,3,BNI
tiap hari under maintenance mau transaksi jadi tidakbisa parah,2024-09-17 19:24:19,IFQA UMBARA,1,BNI
bni jelas org lupa pin malah bilng lupa pingua selalu catet kertas jadi mungkin lupatolong baik nih aplikasi,2024-09-17 15:47:26,Iman Alsyam,1,BNI
susah buka nmr rekeningmeskipun udah daftar,2024-09-17 15:20:48,Ejeh Ejeh,2,BNI
versi baru buruk jadi susah login lebih saat penting,2024-09-17 13:57:50,Khalifah Muhammad Endarto,1,BNI
semenjak wonder jadi susah buka jaring baik semua susah buka,2024-09-17 12:59:18,Osep trioktales,3,BNI
bantu dong susah bner masuk aplikasi nya sekarang,2024-09-17 12:54:14,Roby Ade Saputra,3,BNI
makin lama makin buruk udah sekarang susah login banyak update bukan makin baik malah makin buruk lama lama malas pake bank tidakkyk bca tidakpernah ke dala,2024-09-17 12:54:04,arif dharmawan,1,BNI
gabisa login aplikasi rusak,2024-09-17 07:12:34,ziedan afkar,1,BNI
lama pakai semua lancar2 tidak kendala apa2,2024-09-17 02:14:47,Yovita Hoar,5,BNI
layan mbanking sekarang kok bisa pakai setor tunai ada wondr malah bisa lebih mudah bingung pilih aplikasi memang instal dua udah instal dua malah males ini,2024-09-17 01:52:04,Sigit Eko Prasetya,3,BNI
baik buat bni mobile bankinh semenjak ada aplikasi wondr jadi susah login,2024-09-17 01:19:30,Afdallah Afdallah,1,BNI
update malah transaksi gagal terustransfer gagalqris tidak bisagmn initolong mudah dong,2024-09-17 01:07:49,Pramono Djatie,2,BNI
ga kelar tiap hari tiap mau transaksi sedang baik baik hari kelar,2024-09-16 22:46:38,Fahrul Rozi,4,BNI
kenapa selalu baik teruskalau emang pungsi mending hapusjangan sulit nasabahsudah pakai mabankkink tidak di gunakanjadi buat pungsinyasetiap mau transaksi selalu perbaikanperbaikan terus,2024-09-16 22:43:14,Nur Candra,3,BNI
tidak di guna mau buka susah,2024-09-16 22:35:06,Hendri Saputra,2,BNI
parah banget bni mobileslalu eror stiap buat transaksi,2024-09-16 21:42:12,Gus Wandik,2,BNI
semenjak awal bulan aplikasi mobile bni jadi lelet banget kadang bisa buka pimpin bni cepat2 tau ini biar langgan hengkang bank,2024-09-16 20:33:57,M. RIDWAN,1,BNI
gimna si aplikasi mau registrasi mbanking malah tidakbisa kode otp udah masuk email tpi aplikasi ngestuck halaman nya tidakbisa ngisi kode otp payah,2024-09-16 20:17:28,Aang Irwan Maulana,1,BNI
makin aneh m banking nya wonder tele tele verifikasi wajah nya makin taik ajah ken ganti lah,2024-09-16 19:40:13,Shine Payapo,1,BNI
ganggu tiap hari ampe emosi gimana sih mau transaksi bisa mau buka m baking kebuka2 slalu ganggu pdhal udah urgen,2024-09-16 19:27:22,Uswatun Nasiah hasanah,2,BNI
sekarang sangat susah guna mau login aja susah tingkat layan muluk mana urgent gimana lah bukan makin bagus malah makin susah,2024-09-16 19:22:27,Diki Sujatmiko,1,BNI
dikit2 baik susah kmi mau trassaksi aning,2024-09-16 19:14:58,Dain Dandi inda,1,BNI
udah beberapa hari selalu maintenance dong cepat kak mau transfer via online keburu telat,2024-09-16 19:11:58,Ario Legi Selakso,3,BNI
bagaikana cara ganti nomor telepon terdaftardikarenakan kartunomor lama hilangtolong beri jelas dongsoalnya lupa user id sebagainyamakasih,2024-09-16 19:07:33,Bayu Darkstar,5,BNI
mohon sangat baik aplikasi mobile banking bni tiap kali mau login bisa buka ini sangat rugi sebab kendala besar saya guna mohon bisa baik segera,2024-09-16 19:02:32,Yogie Tri Putra,1,BNI
layan burukmau transaksi gagal trskyknya mau mulai ngelirik laen klw begini layan,2024-09-16 18:52:46,ARVINO drn,1,BNI
sekarang kok susah transaksi y selalu baik,2024-09-16 18:31:48,bintang samudra,5,BNI
jelek banget tiap mau buka kata sedang tingkat layan banking apa sihh ganggu banget padahal jaring gw stabil,2024-09-16 17:55:58,Neisya Az Zahra,1,BNI
susah login ketika login selalu muncul tulis mohon maff sedang tingkat layan mobile bangking coba beberapa lagi,2024-09-16 17:55:39,Dedi Rets,3,BNI
makin hari makin parah baik system nya saat darurat lari cari mesin atm terima kasih,2024-09-16 17:15:03,Catur Fitri Atmono,5,BNI
ganggu trus mau login,2024-09-16 17:07:58,A Febriansyah,1,BNI
2minggu belakang tiap mau buka aplikasi sering bisa ada tulis sedang baik system sangat menggangu aktifitas karena guna mobile banking usaha kalau begini terus lebih baik pindah bank,2024-09-16 15:20:27,Lis Indriati,1,BNI
aplikasi baikk punya syaa sllu mningkatakn layanana bisa login,2024-09-16 12:48:20,Redy Efrizal,1,BNI
apa bni baik 1 minggu tidakkelar2 buka sistem baik terus tidakbisa transaksi jadi sistem buruk,2024-09-16 10:53:18,DONI JUNANTO,1,BNI
apa eror mulu mau masuk penting penting ny sering ada problem,2024-09-16 10:41:27,Fadilla Indra Gunawan,1,BNI
dong kok sedang tingkat terus sih semenjak wondr muncul,2024-09-16 09:56:15,Charlie,1,BNI
kecewa sering ganggu terus semenjak ganti versi,2024-09-16 09:53:30,Bambang Irawan,3,BNI
selalu ketrng tingkat layan error terus tidakbs masuk,2024-09-16 09:20:04,Neddy Ferdiansyah,2,BNI
gimana woytransaksi pending udah 2hari uang balik balik,2024-09-16 07:54:41,Wisnu Pramudita,1,BNI
kemarin bisa login pemberitahuan sedang tingkat layan sampaikapan mode pesawat masih bisadua minggu bisa login,2024-09-16 07:53:22,Arif Mahfudhi,5,BNI
susah sekali buka bni mobile banking pagi malam selalu tulis sedang tingkat layan mobile banking sangat sulit transaksi,2024-09-16 06:17:53,naila sara,1,BNI
kacau ni aplikasi susah banget login 2 minggu mending tutup aja akunny kalo gin coba buka akun bank kasih layan excellent,2024-09-16 01:45:42,Hafiz,1,BNI
beli pulsa bni mobile tidak masuk saldo potong,2024-09-15 23:45:21,Usad,1,BNI
jaring bagus tpi buat buka mbanking selalu sedang tingkat jaring makin ksni makin parah,2024-09-15 22:08:17,Muhammad Sidik,1,BNI
isi pulsa pake mobile banking belum masuk saldo potong gimana terus lihat histori transaksi tapi bukti transaksi ada gimana soal saldo udah potong nominal sedikit nih,2024-09-15 21:25:45,Adrian Raihandi,1,BNI
susah sekali sya dapat kan otp nya udah coba berapa kali,2024-09-15 21:18:23,Baro Ballo,1,BNI
aku punya 2 mbanking mandiri bni nah bni tuh kalau qriz susah bnget kamera blur terus kalau mandiri lancar2 aja pernah blur btw hp ku poco f5 burik2 kok soal di mbanking mandiri lancar2 aja qriz yah benerin systemnya,2024-09-15 20:44:10,Rijaluddin Robbani,3,BNI
transaksi szngat mudah ok bangeet,2024-09-15 20:26:01,Abah Toriko,5,BNI
sih update jadi lot kayak kura2 app versi lama lebih sat set gesit tambah parah makin lama kadang cashless mau bayar pakai qristransfer app maintenance dadak jadi bikin malu fitur g perlu gabung jadi satu balikin jadi versi lama aja,2024-09-15 18:23:22,christ sap,1,BNI
lah mbnking nya kasih kuat karna trkdang jaring tempat kota berbeda2 kali mau tf ada maintane harus bgitu uang sudh kirim lapor lambat jadi 2 x kirim parah,2024-09-15 18:11:40,Armando Passekih,3,BNI
semenjak update susah sekali login mau trnsaksi susah bukan main gimana pemjelasanya,2024-09-15 17:26:30,vinka n Lingga,1,BNI
sangat nyaman mau login susah tingkat layan terus alas,2024-09-15 17:22:34,riyadi putra,3,BNI
mau login ganggu terus kadang lagi butuh transfer malah ganggu tidak login mohon baik sistem mbanking nya,2024-09-15 17:17:06,Ade Triulandari,1,BNI
transaksi bni paling mudah murah aman,2024-09-15 16:54:18,deddy zombie99,5,BNI
cara atas transaksi qris error terimakasih,2024-09-15 16:29:17,oma oppa,5,BNI
ini bni mobile bangking sangat resah nasabah hadir aplikasi bni wonder rusak sisitem bni mobile banking tuju paksa nasaba guna aplikasi bni wonder tuju tidak jelaslebih baik alih bank,2024-09-15 16:26:55,Pratama Jaya,1,BNI
tiap hari perbaikantiap hari bisa masukmakin depan makin erordi on of kan mode pesawat malah tiap hari baik terus sangat kecewa,2024-09-15 16:19:52,Zulham Febryanto,1,BNI
jadi lebih cepat mudah,2024-09-15 14:22:50,Kasan Sadzali,5,BNI
selalu gagal log in baharu jelas padahal jaring udah 4g pake wifi ms 7 gagal moga baik,2024-09-15 13:45:28,Kiki Strikeback,3,BNI
makin kesini makin parah alas mohon maaf sedang tingkat layan mobile banking coba beberapa lagi,2024-09-15 13:23:57,Purnawarman Adi Wibowo,1,BNI
aplikasi rada jelasss pas mau login mohon maaf sedang tingkat layan mobile banking blablablabla gituu lahh,2024-09-15 12:58:05,reza apryansyah,2,BNI
makin kesini makin susah buat login padahal sangat butuh buat bisnis,2024-09-15 12:38:26,Thony Nybe,2,BNI
terimakasih bni selalu mudah dalam transaksi,2024-09-15 11:46:00,Markus Patoding,5,BNI
kecewa transaksi transfer pakai skn dana debit cek nyata masuk ke rekening terima,2024-09-15 10:51:44,Yuki Ramadhan Prayoga,1,BNI
selalu kalo mau transaksi lagi tingkat layan coba la berapa lagi,2024-09-15 10:22:35,muhammad juliansya,2,BNI
benerin aplikasi sih tiap butuh selalu tingkat layan mobile,2024-09-15 10:11:06,Muhammad Bukhari Kurniawan,1,BNI
belakang sering maintenance,2024-09-15 10:04:28,Dedi France,4,BNI
susah login nya sekarang udah instal hp tetap lot tengah mati,2024-09-15 08:38:17,Een Bisari,2,BNI
tiba tiba mbanking login perangkat kak tidak rasa login perangkat hanya hp sendiri tolong cek kak kena hack gimana hubung cs ada respon terima kasih,2024-09-15 08:07:59,Emma Emmo,2,BNI
sering bisa akses alas tingkat layan mobile banking,2024-09-15 07:30:22,Moh Jati Riyan Adi Putra,1,BNI
poko nya bni segala urus masalah transpert uang lebih cepat akurat,2024-09-15 06:50:26,Ajat Ajat,3,BNI
sangat bantu masarakat dlm transaksi,2024-09-15 05:00:07,Rita Wati,5,BNI
ni aplkasi semenjak woundr jadi jelek ya login aja susah,2024-09-15 02:19:02,PGS・ Alienz,1,BNI
banyak baik sistem jadi nyusahin tailah,2024-09-15 02:10:37,furi febri,1,BNI
terlalu ribet verivikasi muka mulut bisa mulu kata wajah deteksi,2024-09-15 00:59:02,S J.,1,BNI
apk bni knpa tiba2 bisa pake terang baik sistem udah terlalu lama tunggu bugnya segera baik pindah bank saya mau jawab mesin rstart uninstal instal ulang g beri tau udah saya coba,2024-09-15 00:50:23,Bobbay Crispy,1,BNI
bni memang oke kalau yang ngirim ada notifikasi nya,2024-09-15 00:04:32,Fatma Bunga'Hati,5,BNI
yang kerja luar negeri susah mau cek saldo transfer login 1 minggu alert baharu sistem mobile banking silah tunggu tunggu kapan,2024-09-14 21:33:26,Irawati Laura,3,BNI
mudah singkat gratis admin transaksi,2024-09-14 20:59:03,Agung Muh,5,BNI
ya mbanking bni akhir2 selalu gangguanmau bayaq pake qris mau tf jadi bisa karna aplikasi bisa buka,2024-09-14 20:49:57,Zetri Yani,4,BNI
admin mohon bantu sya daftar bni mobile banking keluarsaya masup mw login tidakbisa selalu muncul beranda daftar padahal sudah ad transaksi transfer rekening bni sebut mohon bantu,2024-09-14 20:34:33,Nabilah Fitri,2,BNI
habis download ulang padahal isi data tidak untuk update registerasi,2024-09-14 20:27:27,Yudi S Sudiono,5,BNI
bagus sangat mudah transaksi,2024-09-14 19:38:54,Nisa Fitri,5,BNI
bagus sangat bantu akurat,2024-09-14 18:07:38,elva aja85,5,BNI
dong perbaikin sistem mbaking nya bni parah banget mau transaksi jdi hambat mau log in kok sistem baik terus dr pagi smpe malam tetap gitu tpi kalu sambung wifi baru duuuh parah deh,2024-09-14 18:00:39,Nanda Oke,5,BNI
nasabah bni sejak 2004 sejak wondr apa aplikasi bni mobile banking dulunya sangat andal jadi aplikasi paling sebal apa perlu semua perban ganti bank saya sangat jarang buat ulas jelek suatu aplikasi baru kali saya beri bintang 1,2024-09-14 17:31:28,Reky Seftriyanto,1,BNI
heran tiap kali mau buka mbanking selalu ganggu benar sih,2024-09-14 17:31:19,Dedi Melja,2,BNI
kalian kerja th gaji tolol jangan ganggu terus aplikasi kalian sudah baik,2024-09-14 17:25:22,Makmun UIN,1,BNI
makin sering masalah aplikasi nya,2024-09-14 17:24:07,AKZ,1,BNI
gimana sih kok sekarang bni mbanking susah banget log in nya jadi susah kalau mau transaksi apa kata jaring hp buruk padahal pakai buat aplikasi lancar di baik,2024-09-14 17:21:06,Rizka Melia Putri,1,BNI
udah update tingkat layan terus ktanya,2024-09-14 17:21:06,ichsan prasetyo,2,BNI
mau nya mobile banking bni apa udah update versi baru android baru sinyal 5g wifi pake starlink udah pake ios 16 tetap susah login dsrh hapus cache udah semua udah tp malah tiap mau login desak selalu aplikasi tingkat nyaman tidak worth,2024-09-14 17:18:22,cacing Dp,1,BNI
susah buat loginselalu kendala baik sistem terus ulang jadi susah buat transaksi baik bayar atau beli,2024-09-14 16:48:39,Sulai Broker,3,BNI
semenjak upgrade jelek banget bni mobile susah login,2024-09-14 16:29:51,Ahmad Thamrin,1,BNI
baik kanapa ganggu mulu mau login bisa,2024-09-14 15:27:58,Irfan Okim,3,BNI
kecewa semenjak update jadi susah login padahal henting bnget mau trsnsaksi jadi gagal gara aplikasi bisa akses,2024-09-14 15:25:56,Abi Mayu Abdi,2,BNI
kenapa sering eror ad tulis sedang baik teruss udah mau minggu,2024-09-14 15:22:58,Agum Putra Wiguna,1,BNI
