at,userName,content,score,application
2023-09-15 11:31:33,panca norman,setelah apdet versi terbaru malah ga bs approve transaksi kode alert 53 transaksi tdk bs d lanjutkan silahkan hub bni call knp ya pdhl udh d mode pesawat dahulu restart tp msh tetap ga bs transaksi mohon pencerahannya,4,BNI
2023-09-15 11:07:17,Bintang_ 0259,heran deh sering kali aplikasi ku gk bisa d buka tiba2 ada tulisan ada d perangkat lain setelah hampir 2 minggu bisa lagi k buka di gimana konsepnya pliss deh buatlah kami nyaman dg aplikasi mbkink in,1,BNI
2023-09-15 10:39:50,Ali Sadikin,setelah di update ketika bertransaksi ternyata bukti transaksinya tidak tampil di riwayat transaksi jadi repot membuktikan bahwa kita sudah bertransaksi lebih lancar bertransaksi pada aplikasi sebelumnya,2,BNI
2023-09-15 08:46:39,Teguh Arif W,kenapa sekarang tampilan saat hendak melakukan transfer nama pemilik rekening yang di tuju tidak bisa terlihat dengan jelas menggunakan beberapa huruf awal saja tpi setelah di transfer baru terlihat jelas menurut saya itu sangat tidak bagus karena tidak bisa memeriksa apakah nama yang dituju sudah benar karena pasti tidak sedikit yang mungkin salah input nomor rekening nomor va yang berakibat salah transfer mohon segera ditindak lanjuti,5,BNI
2023-09-15 00:46:15,Mochammad Rizky Taufik,aplikasi terbaru nge freeze ketika hendak login pencet tombol pilih lokasi langsung force close giliran downgrade gabisa disuruh update aneh gimana saya bisa masuk mobile banking kalo gini caranya posisi rom miui 14 android 13,1,BNI
2023-09-14 18:12:01,Hazqil Ayuz,verry good interfacenya jadi easy to usebener2 sesuai tagline bisa dimana saja dan transaksi apa sajakereen,5,BNI
2023-09-14 15:42:29,Isnaini Hasibuan,aplikasinya leg banget saya baru kemarin gunain untuk transfer terus pagi ini tibatiba tidak bisa digunakan dan harus ke kantor cabang bni sampai sana sudah menjalani segala cara tetap saja petugas cs nya tidak mengerti dan akhirnya saya pulang dengan dengan tangan kosong saat dirumah saya coba lagi untuk registrasi dan nomor otp nya sudah 20 kali terkirim ke email saya tapi tidak tahu mau dimasukkan kemana soalnya bagian registrasi stop di pengisian data saja dan tidak lanjut ke isi opt,2,BNI
2023-09-12 16:48:29,Mitha Saraswati,halo admin saya sudah upgrade ke versi 5101 sebelumnya namun selama lima hari terakhir ini setiap mau login kenapa muncul pemberitahuan seperti ini mohon maaf kami sedang meningkatkan layanan mobile banking coba beberapa saat lagi saya jg sudah upgrade semua app dan versi android terbaru lalu kenapa sampai lima hari sampai saat ini masih muncul pemberitahuan ini saat login ya jadi saya sampai saat ini tidak dapat menggunakannya mohon bantuannya,1,BNI
2023-09-12 10:08:50,ALOYSIUS ANDY SAPUTRA,sebelumnya tidak ada kendala saat buka aplikasi tp dr minggu kemarin mau buka aplikasi trus blank wrn hitamsdh dicoba diupdate tetap sama blank hitam bgmn ini kak pdhl mbanking yg paling utama buat saya untuk bertransaksiterimakasih,3,BNI
2023-09-12 05:47:21,Kirlan Eky Casper,aplikasi ini sangat membantu dalam bertransaksi asal jaringan stabil kadang pake wifi terlihat ok ok aj padahal lagi pada gangguan jadi disalahkan aplikasinya padahal aplikasinya keren banget ditambah fiturnya yang mudah dan sehingga membuat gampang dalam bertransaksi maaf ya apalgi skarang wifi terlihat full jaringannya padahal gak bisa sehingga aplikasinya yang disalahin terima kasih mbanking bni yg selalu membuat jadi mudah dalam bertransaksi jaga terus ya keamananya,5,BNI
2023-09-11 21:05:47,Kadek Yudiarto,sudah seminggu lebih sudah ga bisa loginpadahal udah versi terbarusetiap login selalu ada pemberitahuan saat ini tidak dapat menggunakan bni mobile bankinglakukan aktivitasi rekening anda di cabang bni terdekattolong penjelasannya,5,BNI
2023-09-11 11:31:15,Ibnu Rizky Pangestu,mengecewakan utk yg lain lebih baik tdk menggunakan bni pelayanan sangat2 lambat terjadi kendala error dalam tarik tunai di atm saldo terpotong tapi uang tidak keluar saya harus menunggu 10 hari kerja sistem bni yg error kenapa harus nasabah yg kena getah anda tidak tahu begitu pentingnya uang yang akan saya tarik tersebut namun malah tidak keluar apa ia saya harus menunggu 10hk untuk uang saya sendiri itu untuk kebutuhan hidup sehari2 saya keburu mati kalo nunggu 10hk,1,BNI
2023-09-09 15:01:44,Arifiyanto Sigit,sy melakukan transfer antar bank via mbanking bnitp tidak masuk akan tetapi rek berkurangstatus hanya sedang prosesmgkn disaat bersamaan ada perbaikan sistem tapi harusy saldo rekening sikembalikan dahulubegitu selesai proses tf langsung terprosesnilai tf mgkn tdk besar tapi itu sangat berarti utk pengemudi taksitq,2,BNI
2023-09-09 10:39:50,dicky arfat,aplikasi mbanking saya ke hapus karena saya mereset hp saya saya mau aktifasi lagi pas download aplikasinya ga bisa aktivasi saya malah di kasih 2 pilihan 1 sudah punya kartu kredit 2 belum punya kartu kredit ini gmn caranya ya biar bisa aktifasi ga ada perintah buat aktivasi yang ada pojokan sebelah kanan atas ada menuto itu untuk masuk buat daftar kartu kredit juga bni life digi griyaaplikasi agen 46 dll pokoknya ga ada perintah buat aktifasi,1,BNI
2023-09-09 09:59:54,Tika Sartika,semenjak di perbaruijadi sulit isi transaksi lainselalu muncul keterangan eror padahal lagi butuh banget tapi gabisa di pake,1,BNI
2023-09-08 21:09:27,Harry Cahya,setelah ganti baru kartu debit tiba2 g bs login karena userid salah uda coba lupa userid isi data2 dan ternyata userid nya sama dengan userid awal yg sy masukin td login terus gagal terus instal ulang registrasi ulang pake userid lama isi data2 mentok di isian password transaksi padahal uda isi bener selalu dsuruh priksa lagi periksa lagi ribet asli ujung2ny dsuruh dateng ke kantor bni nya sangat mengecewakan,1,BNI
2023-09-08 14:03:22,Iron Ray,ini aplikasi mau tf ke bank lain tidak bisa mau isi pulsa tlp biasa tidak bisa gmna nh tolong di permudah lagi fiturnya terlalu ribet dan sering gagal transaksi bukan masalah jaringan yaa,1,BNI
2023-09-08 11:57:22,Ujang Solihin,mohon bantuannya sekali bagaimana caranya agar bisa dapat kode otp sedang no yg terdaftarnya sudah tidak aktif apakah tidak bisa lewat wa kode otp nya harus lewat sms terus posisi saya kerja di brunei saya tidak setuju dgn adanya perubahan skema tarif untuk biaya transfer unlimited 150000bln karena saya jarang transaksi untuk transfer terimakasih mohon bantuannya sekali,1,BNI
2023-09-08 10:51:42,Agung Wahyuni,sangat buruk mau login ga bisa karena otp yang di email ga masuk punya teman saya sebaliknya yang di email masuk tapi di smswa ga masuk padahal koneksi lancar dan nomor juga ada pulsanya,1,BNI
2023-09-08 08:21:37,Tika Widianti,sudah di upgrade tapi tetap saja tidak bisa bertransaksi general error terus padahal sudah masukin nomor yang sesuai tetap saja tidak bisa ini sudah terjadi selama sebulan sulit untuk melakukan transaksi via mbanking bni padahal selalu meminta untuk di upgrade upgrade elit transaksi syulit,1,BNI
2023-09-08 07:07:13,Sahrul Gnw,ini kenapa sudah ada 2 mingguan tiap login ga bisa keterangannya sedang meningkatkan layanan mobile banking terus dicoba berkali kali di waktu yg berbeda juga gabisa padahal jaringan juga bagus dan no hp masih yg lama,1,BNI
2023-09-07 16:10:18,Rafly Muhammad,baru bgt update malah ngebug gabisa login padahal mobile banking ada utk mempermudahini malah dipersulit bintang satu dulu deh,1,BNI
2023-09-07 15:19:07,Ridwan fauzi,masih banyak kekurangan nya gk bisa connect ke e wallet langsung banyak lag nya ahh males lah klo bkn karna perusahaan kek nya nggk bakal pake bni,1,BNI
2023-09-07 06:17:54,Yogi 1201,jhahaha logikanya kita simpan uang baru bayar bulanan pajak eh saldo saya di kosongin malah jadi hutang kan saya gak nyimpen uang kamu jasanya apa kalau saldo saya di kosongin wkwkwkwk konyol saldo jdi minus mana ada yang mau nyimpen lagi dong,1,BNI
2023-09-05 22:50:45,Shandi Permana,gimana ini sih aplikasi pas buka menu hilang dan di arahkan klik sudah punya kartu debit belum punya kartu debit padahal di versi lama ga begini lebih simpel bri mobile banking di saat ganti hp cukup dengan login ini malah berteletele,1,BNI
2023-09-05 22:25:04,Indri Halmita26,aplikasi update bukan tambah mudah malah bikin sulit mau transaksi mobile eh salah mpin transaksi katanya padahal sudah masukkan yg benar akhirnya terblokir bikin ribet aja mana harus k bank lg antrian lg ribet,1,BNI
2023-09-05 13:02:54,ali ndra,kenapa aplikasi kalian sering meningkatkan layanan tiap hari ningkatkan layanan kalau gini trus pindah bank mungkin lebih baik dari pada tiap hari tidak bisa transaksi ngerugikan konsumen sekelas bni layanan buruk konsumen kecewa versi sudah paling baru sering kali dibuka sedang meningkatkan layanan saya mau transaksi susah,1,BNI
2023-09-05 06:22:18,erika maulidia,saya bikin rekening online sudah beberapa kali sudah tinggal kirim otp melalui sms atau wa eh tiba tiba error terus disuruh bikin ulang dari awal capek ngulang ngulang terus,1,BNI
2023-09-04 18:59:36,tunjungfb,transaksi menggunakan aplikasi bni mobile banking di luar jam kerja seringkali rto koneksi internet stabil dan mumpuni sudah restart koneksi tetap sama saja sepertinya bukan kendala koneksi nasabah tapi kemungkinan lebih ke arah kendala servernya mohon diperbaiki terima kasih,1,BNI
2023-09-04 12:24:25,blue sugar,diminta untuk unduh aplikasi ini tetapi diarahkan kembali ke website dimana websitenya banyak kendala seperti ktp tidak sesuai terus menerus dan agan lambat untuk ke step selanjutnya untuk menambahkan rekening di website tersebut,2,BNI
2023-09-04 00:35:30,Suhardin 12,tolong lah kalau ada pulsa internet telkomsel itu di jelas kan secara detail ini pulsa langsung jadi pulsa masuk di aplikasi telkomsel atau langsung jadi paket rugi banget gw beli baru dapat paket data yang sedikit pula mendingan isi langsung di aplikasi mytelkomsel lebih banyak paket datanya,1,BNI
2023-09-03 00:17:07,Muhammad Ruslan,tolong di oerbaiki lagi sistemnya jngn sampe mempersulis customer karen tujuan ada apps ini untuk mempermudah customer juga ini masa verifikasi pas wajah gk bisa mulu dan di tolak sistem padahal saya sudah mengikuti arahan untuk verefikasinya terimakasih,2,BNI
2023-09-02 18:45:48,ivan tegar efendi,kenapa saya saat mendaftar selalu gagal padalah no rekening bener pin benar tinggal masukan kode otpnya padahal kode otp kiriman dari bni itu sudah saya tulis dengan benar kenapa ada alasan kode salah tolong penjelasannya,2,BNI
2023-09-02 11:06:21,Wenny S,otp sudah masuk di email tapi di mbanking masih di registrasi informasi pribadi sudab beberapa hari di coba masih stuck di informasi pribadi tidak muncul halaman masukan kode otp tolong ya bni,3,BNI
2023-09-02 07:51:11,Also Ever,ini aplikasi gmna ya sudah berusaha untuk login tp tetap tidak bisa kondisi saya hp baru berulang kali di coba untuk mendapatkan kode otp melalui email tpi tidak kunjung masuk kode otpnya,1,BNI
2023-09-01 21:14:23,kaka febri,kecewa banget padahal bulanlalu bsadipake sekarang hrs pake scan wajah segala padahal wajah asli pemilikmalah gakbsa kan xblin,1,BNI
2023-09-01 20:25:10,Rinddy Jecika,gak bisa dibuat transaksi tiap mau transfer selalu error padal lagi butuh banget bener kecewa sama bni tau gitu kmren gk buka rekening bni,1,BNI
2023-09-01 18:39:53,leni handayani,kenapa ya skrang gangguan terus mbanking ini udh tiap bulan hrus update terus2an udh update kirain bakaln lebih bagus ternyata duh jelek hari ini saya mau melakukan bbrpa transaksi gagal terus ya ampun alsannya koneksi terputus masalah jaringan saya coba apk lain bagus2 aja sinyalnya d kejar2 dealine buat transaksi lagi gimna ini tlong d perbaiki ya,3,BNI
2023-09-01 18:34:02,harry hariri,ko setelah pembaruan loading terus menus tak ada hentimau vab gak bisamau ngisi ewalet juga gak bisatolonglah pembaruan itu untuk peningkatanbukan malah semakin kacau serba erorparah bni,1,BNI
2023-09-01 18:15:11,Puput Rahmawati,setelah update jadi jelek berat dan sering gagal buat transaksi kalau dibilang masalah koneksi no wong saya pakai mbanking punya sebelah lancar,2,BNI
2023-09-01 17:59:26,Muhammad Robith Ilaykxander Robba Dzulqornain,semakin berkembangnya teknologi aplikasi ini semakin error dan sayangnya maintenance dilakukan pada jam kerja kenapa tidak di malam hari satu lagi aplikasi ini juga makin mempersulit birokrasi bukanya malah memangkas birokrasi agak terlalu ribet contoh untuk mobile tunai aja harus dikirim via sms kenapa kok gak kayak sistemnya bri yg simple tanpa harus kirim otp ke sms kalo masalah security emng lebih aman untuk otp dikirimkan ke sms tapi bri bisa kenapa bni juga gk bisa kan sama bumn,1,BNI
2023-09-01 16:55:22,Hasan Asy'ari,ini aplikasi mbanking tersampah setiap mau transaksi error mulu mbankerror menu call pun selalu muncul loading screen mulu ga pernah bener dari dulu,1,BNI
2023-09-01 16:41:06,badman why,saya nasabah baru daftar mobile banking 3hari nggk kelarkelarsudah ngirim kode otp ke email saya sampai numpuk tetapi di aplikasinya bni tidak bisa lanjutstuck beda ma bank basemua serba mudah mau nyesel udah terlanjur nabung,1,BNI
2023-09-01 15:46:54,Muhammad Afik,udah di perbarui trnyata sama aja eror terus buat transaksi pdahal udah on of mode pesawat buka aplikasi lain sinyal lancar sedangkan buat transaksi sinyal gk ada trs eror,2,BNI
2023-09-01 15:06:59,Bonny Miracle,gatau kenapa setelah update jadi banyak fitur yang gabisa diakses salah satunya yaitu transfer virtual account dan juga mau top up ewallet jadi ga bisa selalu dapat keterangan mbanking error haduh,2,BNI
2023-09-01 13:19:33,Aal Setiawan (Prince),error mulu ketika saya membayar cicilan saya jadi double bayarnya gimana ini tolong diperbaiki saya jadi rugi gara koneksi terputus padahal data seluler nyala udah kedua kalinya seperti ini mana uangnya tidak bisa dikembalikan lagi ke saya,2,BNI
2023-09-01 09:25:18,Newer Comers,ini kenapa lagi setelah update malah ga bisa beroperasi optimal mulai dari lemot kebanyakan iklan layanan sering error dan sekarang udah 3 hari dengan notif kami sedang meningkatkan layanan mobile banking 3 hari error itu untuk operasional kerja sangat mengganggu,1,BNI
2023-08-31 18:11:49,Asnida Noor Laily,makin kesel top up tapcash akhirakhir ini tertulis belum berhasil tapi saldo sudah ketarik kalau gagal seharusnya transaksinya bisa balik lagi yang bulan juli aja 250 ribu saya tidak diganti sama pihak bni,1,BNI
2023-08-31 11:59:45,Aditya Indra Pradana,menurut saya ada satu fitur mobile banking bni yg sangat unggul dari bank lain fitur sederhana tapi sangat penting yakni pada halaman mutasi rekening tertulis saldo pada setiap aktivitas transaksi jadi seperti di buku tabungan ini sangat penting karena mutasi uang jadi sangat jelas dan transparan kalo di bank lain tidak ada ket saldonya hanya tertulis uang masuk dan keluar jadi bbrp kali ada kasus kita kebingungan knp saldonya kok berkurang sehingga uang kita dicuri pun gak ketahuan,5,BNI
2023-08-30 11:14:33,Kharis. Magatha. Asthenu,ini kok saya baru download lagi tiba2 pas masuk di dlm aplikasinya saya di arahkan untuk melihat transaksi saya selama setahun tapi pas saya mau abaikan tidak bisa saya refresh juga sma masih aja ttp di riwayatnya itu tolong di perbaiki dong bapakibu soalnya saya mau transaksi juga tidt bisa,1,BNI
2023-08-30 09:16:42,ory Rachman,sering sekali ada pemberitahuan dalam perbaikanpembaruantapi saya cek di playstore g ada update terbarupadahal lagi butuh banget dari kemaren sampe hari inisedang meningkatkan layanan teruuss,1,BNI
2023-08-29 21:11:23,dynkp,kenapa susah bgt ya mau daftar mbangking nya uda daftar berkalikali tetep aja gabisaaaa kode otp dah masuk email tp slide di apk nya gabisa di next jd gabisa masukin kode otp nya pdhl sinyal wifidata lancar uda nyoba pake hp yg lain ttp aja gabisaa,1,BNI
2023-08-28 19:51:55,Melinda Rachmasari,mau login saat proses otp kirim sms sudah terkirim tapi proses di aplikasi begitu lama terus gagal sampai coba banyak tolong perbaiki aplikasinya mengapa begitu susah untuk proses dan error,1,BNI
2023-08-28 09:15:37,Hatfim Hilos,setelah diupdate tidak bisa dipakai karena harus membuka history transaksi 1 tahun terakhir dan bagikan sudah dibuka ricoba semua ttp gabisa digunakan sama sekali,1,BNI
2023-08-28 09:13:43,Nickytasya,password transaksi udah bener di bilang salah kirim otp udah tunggu kodenya lama banget masuk sampe batas waktu habis baru kodenya terkirim pas di coba mudah nggak bisa terpaksa kirim lagi sampe pulsa habis,5,BNI
2023-08-27 19:17:55,Rhitie Hoisam,saya sudah log in sampai deteksi wajah dan sudah berhasiltp kenapa masih di suruh pergi ke bank cabang katanya ada vertifikasi tambahan pdhl dulu tidak seperti itubisakan di aktifkan tanpa pergi ke bank,2,BNI
2023-08-27 13:43:32,Pecel Lima Nasi,mobile banking terjelek seluruh dunia menurut saya kenapa aplikasi sering error terlebih lagi buat transaksi top up bayat va transfer sering banget pas mau transaksi tulisannya mbanking eror transfer bla bla suruh hub cs ngapain amat lebih gilanya dalam sebulan 3 minggu aplikasi error bisa dipake seminggu doang cuma bisa liat saldo doang liat mutasi juga error semisalnya dipake sekali mau transaksi berikutnya error lagi buruk banget emang bni,1,BNI
2023-08-26 12:49:05,Ady Septian,update mulu tapi ga ada kemajuan login gagal gara2 app ngefreze kirim kode melalui wa jamkot padahal kirim wa ke yg lain lancar skrng udah batas login harian padahal lagi butuh kocak,1,BNI
2023-08-26 08:39:41,Taofik Mulya,registrasi aja sudah diperlusulit gw gk lakuin kesalahan gw udh input semua nya dengan benar tetep aja error dan ngeselin nya klo udh 3x gagal nunggu bsk nya lagi hadeeeh buat apa ada fitur registrasi online tapi klo di persulit gini mh,1,BNI
2023-08-25 15:36:36,Miftha Adityo,bni gak lagi deh cuman sekedar transfer mbanking aja bisanya qris sering bermasalah apalagi pin atm yang berubah sistem macam apa ini ada momen saya baru ganti pin bni di bank dan mencoba tarik tunai di atm bank tersebut akan tetapi pin tidak berlaku cukup menyesal lah benahi sistem pembayaran qris nya lahh,1,BNI
2023-08-24 15:36:30,Nursalim,tadi malam setor tunai uang udah masuk tapi di rek gak bertambah bikin pengaduan harus nunggu 510 hari kerja yang aku heran kenapa harus nunggu lama coba udah merasa dirugikan malah suruh nunggu lama lagi bni emang pelayanannya kurang mengesankan mau pegawaisecuritynya apalagi sama aplikasinya sama lemot,1,BNI
2023-08-24 02:17:19,Umar Syafrianto,setelah di update sulit buat transaksi padahal lagi butuh banget setiap mau transaksi apk langsung ngelag terasa berat koneksi jaringan putus padahal sudah pake wifi maunya apasih ini apk tolong d perbaiki lah percuma buat mbangking kalau untuk transaksi aja sulit,1,BNI
2023-08-23 13:33:29,Lasgiyatno,dari aplikasi ini konsumen banyak dirugikan karena saldo banyak ygvterpotong bahkan pas saldo nol masih ada tagihan yg akhirnya pas isi saldo saldo tepotong terus tidak seperti mbanking lainnya pas saldo habis tidak ada saldo minus seperti di aplikasi ini,1,BNI
2023-08-22 23:46:38,Ibrahim Ktl,ga bisa login terkendala di kode otp email yg ga masuk2 sudah aku pastikan sama emailnya min btw pulsa ku habis karena kepotong sms otp tapi sms otp di email gak masuk masuk oh iya sebelumnya aplikasi bni mobile aman dipake di hp iphone tapi pas mau log in di hp android ga bisa,1,BNI
2023-08-22 17:02:12,Vije Sidauruk,semakin lama semakin malas menggunakan aplikasi ini keseringan perbaikan layanan akhir akhir ini harusnya aplikasi mempermudah bukan mempersulit jadi saat orang ingin melakukan transaksi tidak harus ke atm eh malah aplikasinya keseringan perbaikan padahal begitu begitu saja aplikasinya,1,BNI
2023-08-22 10:06:48,Mejor El Messiun,halo ini kenapa ya semenjak update terbaru mbanking tidak bisa memindai qr code lewat galeri seperti contoh qr code tiket kereta api seperti tidak ada respon dari aplikasi bahwa qr code nya terscan atau tidak saya musti pindah pindah saldo ke e wallet agar dapat mescan qr code nya tolong diperbaiki segera semakin tidak efisien dan cepat malah adanya mempersulit,1,BNI
2023-08-22 07:45:18,Rumaisha Azzahra,aplikasi kadang suka error tiba mau transaksi jadi ke hambat klo mau update juga suka ga nentu agak nyebelin emang trus lambat pula aplikasinya klo mau update mah jan setengah jadi ga ribet klo mo transaksi kudu nunggu update an,3,BNI
2023-08-20 09:08:42,Peri Sapari,setelah di update sering loading ke menu transfer dan menu pembayaran padahal koneksi internet bagus dan harus keluar dulu dan log in lagi,3,BNI
2023-08-17 12:25:56,DIAN DARMAWAN,di update ke versi 510 kok malah susah untuk loginpadahal jaringan kartu daya 4g dan juga saya memakai wifi dirumah dengan kecepatan 10 mbps,2,BNI
2023-08-16 18:40:05,Esti Dian,hi kak setelah update saya mengalami kesulitan bertransaksi tdk cm saya tp sluruh tman saya yg menggunakan mbanking bni mngalami masalah yg sama bnyak terjadi error dr mulai susah login transfer dana antar bank dll sangat aneh jika alasan data lemot versi android rendah karena versi android di hp saya sudah yg terbaru dan untuk jaringan gk ada kendala sm sekali mohon diperbaiki lg kak aplikasi nya supaya pengguna aplikasi merasa nyaman terima kasih,2,BNI
2023-08-16 17:29:16,zakariyya zakshe,bank paling ribet mau pindah hape aja susah banget harus pake jaringan dari nomor hape yang terdaftar sedangkan saya diluar indonesia udah pake roaming pun gak bisa minta saran malah disuruh pulang ke indonesia buat aktivasi ulang dicabang terdekat kan gelo akhirnya daftar bank lain lewat online urusan gak ribet,1,BNI
2023-08-16 16:02:36,Tazki Dhiya Rafif,suka error mau login mbanking selalh ad tulisan error sim mau klik chat us juga tetep error sim aneh aplikasinya suka begitu mempersulit transaksi aja udah ditungguin 2 hari masih error heran,1,BNI
2023-08-16 12:16:28,khusus game,aplikasi apa katanya bisa buka rek online giliran di coba berkali2 pas tahap minta otp di ulang terus kalo emang gak bisa itu dari awal dibikin gak bisa ini malah makan waktu sama aja gak ada simpel2nya,1,BNI
2023-08-15 20:57:42,ANDIKA FATKUR PRATAMA 2,bni mobile makin mudah digunakantampilan lebih okedan lebih enak dipandang jadi lebih semangat nabung nya jadi kalau ada yang bilang bni itu lemotatau susah login itu bukan dari apk nya tapi dari hp tersebut saya udah 3 tahun memakai tidak ada masalah apapun semoga bni terus berkembang lebih baik lagi thanks bni,5,BNI
2023-08-15 17:46:38,Cah Empang,parah nih lama lama hp samsung s22 ultra dah kaya hp 500ribuan lemot aplikasi bnigak ada tindak lanjut dari pihak bni lemot gak bisa buat transaksi susah bikin emosi gak kaya ap sebelah lancar wifi lancar up no limit beberapa bulan kedepan kalo gak ada berubahan sama sekali gak akan jadi nasabah bni lagi trimksih,1,BNI
2023-08-15 17:37:33,sri leni,untuk aktifkan point nya gimana ya udah transaksi gak dapat2 point dan di menu point nya tertulis paling bawah errorkindly check cif with bank solusi,1,BNI
2023-08-13 12:34:27,Devi Sawitri,maaf ka saya sudah 3 hari aplikasinya tidak bisa di buka disertai tulisan alert mohon maaf kami sedang meningkatkan layanan mobile banking mohon coba beberapa saat lagi gtu terus setiap mau login apakah sedang gangguan apa gmna jdi saya mau apasusah mohon pencerahannya,3,BNI
2023-08-13 08:28:01,RIZAL ANDY,setelah di update kalau buat transfer pasti bermasalah aplikasinya lola bangetbuat ngetik padahal sinyal wifi kenceng dicoba di mbanking bank lain normal tuh payah,1,BNI
2023-08-12 11:24:16,Verra Erlianna,saya sedikit kecewa dengan aplikasi ini sudah seminggu lbh saya berulang kali hapus chace hapus data uninstal hingga instal lagi tetap saja di aplikasinya tdk tertampil saldo nomer rekening dll saya pikir dari jaringannya tp ternyata jg bukan karna jaringan saya sudah 4g tolong utk diperbaiki segera aplikasinya terima kasih,1,BNI
2023-08-11 21:48:53,Anwarfuadi bgs1,saldo selalu dipotong slot fishing fafafa padahal tidak pernah sekalipun download apalagi maen game slot sudah ganti pin dan password tetep gak ngaruh cek dari google play tidak berlangganan apa bahkan tidak ada history trnsaksi tapi di history mbangking ada kenapa bni bisa dicuri transaksi ilegal tanpa ada otp ke nomor saya bahkan tak ada email masuk padahal saat tarnsfer legal selalu ada notif gimana menghentikan pencurian senyap ini,1,BNI
2023-08-11 07:56:51,Ajeng Meisaroh,susah banget mau daftar mbankingnya malah stuck di informasi pribadi terus udah dapet otp digmail tapi nginputnya dimana anjerr halamannya stuck diinformasi pribadi terus ga muncul halaman penginput kode otp,1,BNI
2023-08-10 23:17:32,Dewi Ayu Bastika,sejauh ini saat menggunakan bni mbanking selalu beroperasi baikkecuali terkait masalah poin sering sekali erorpadahal saya hampir tiap bulan melakukan transaksi transfer 1juta lebih namun poin yang bertambah tidak pernah jelas padahal itu bisa menambah semangat bertransaksi loh min,4,BNI
2023-08-10 21:11:13,Daisy Summer,keterangannya error terus padahal baru sampe tahap masukin nomor debit sama rekening donlot ini niatnya biar ga ribet dateng ke bank nya langsung malah ga bisabisa dr tadi pdhal iklannya bisa daftar sendiri dirumah,1,BNI
2023-08-10 20:27:52,Muhammad Ali Mu'min,saya cek di bni mobile banking 10082023 kok saldo saya berkurang banyak banget saya cek di mutasinya tepat 08082023 jam 0910 ada bukti transaksi 1500000 pedahal saya tanggal segitu dan jam segitu ga transaksi apapaun jadi ragu simpan uang ini data saya takut kena jebol lagi kedepanya,1,BNI
2023-08-10 15:59:54,Furqon Sena,minta tlng dibantu aplikasi di device saya blank warna hitam semua setiap masuk dan ada notif the connection to the server was unsuccesfull tlng dibantu kak apakah karena device sy dr huawei sehingga sudah tdk bs konek lg kah,4,BNI
2023-08-10 06:28:42,ghifari ilham,sudah berapa kli mencoba untuk login tetapi ketika ingin melihat kode otp yg di email ketika kembali lagi ke app bni selalu terefresh app nya jdi usaha login nya jdi sia2 jdi harus mengulangi dri awal sehingga malah tidak bisa login karna banyak sekali percobaan di ambang batas wajar tolong bagaimana ini solusinya,1,BNI
2023-08-09 18:27:58,boe cahya,ini aplikasinya gimana ya masa harus unistal lagi dan download lagi ini yang ke 3 kalinya download tadinya bisa digunakan tiba2 gak bisa sama sekali tiap mau login malah keluar aplikasi seperti itu terus,1,BNI
2023-08-09 13:40:13,Ai mulyani,sudah beberapa kali masuk log in otomatis keluar terus hapus akun terus download lg otomatis kan log in dari awal lagi kenapa iya mohon diperbaharui supaya tidak ada kesalahan terus menerus dalam masuk aplikasinya,1,BNI
2023-08-09 12:38:35,Sonia Noptriani123,sistem untuk log in nya sbnarny aman bgt karna banyak banget data yg harus di isi tp kecepatan menerima kode utk verivikasi di email ny kadang lambat dan ga berbarengan dg dg kode yg di wasms jd saat pengisian kode sering gagal,3,BNI
2023-08-09 10:10:08,Davian Arga,setiap ganti hp padahal email sama dengan hp lama setiap kali instal bnimobile susah bener ngaktifin nya lagi minta otp kadang tidak langsung ada respon eh sekalinya ada respon dimenu mbanking sudah tdk ada untuk masukan otp paraaaahhhh,1,BNI
2023-08-09 05:30:31,Hermanto Ifaris,klu ngatur slot sim itu aplikasi ini terlalu intervensihp ini dengan aplikasi mbanking ini masih lama hp saya dan dari dulu susunan simnya jga samalha ini mempermasalahkan slotmakin gak masuk akalini sudah oke wifi jga samamasih alert otp harus 6 digitgimana lagi coba,1,BNI
2023-08-09 04:31:32,Ilham syahputra,ini gimana aplikasi mbanking bni mau daftar mbanking malah gak bisa cuma mentok sampek identitas diri kode otp sudah di terima melalui email tapi menu nya gak berpindah tolong la penjelasan nya terkait masalah ini saya sebelumnya sudah pakai 2 bank lain tapi gak sesulit ini pendaftaran mbanking nya masak iya bni kalah dengan yang lain,1,BNI
2023-08-08 21:04:48,Niki ahmad fauzi,ini gimana kok pas masukin password transaksi nggak bisa2 sih padahal udah sesuai intruksinya tapi malah ada bacaan password transaksi invalid ini gimana admin jawab woy,1,BNI
2023-08-08 15:44:02,Garasi Addin (addinjamus),sangat terbantu dg aplikasi ini tapi sedang ada kendala salah satu dari 5 nomer rekening saya tidak muncul di bagian transfer ke rekening sendiri jadi nggak bisa buat transaksi cuman bisa lihat mutasinya saja mohon solusi min,4,BNI
2023-08-08 14:35:26,rezza bastian,rencana mau buat rekening baru di kcp bni gedong tataan di suruh download aplikasi bni mobile banking coba buat di lokasi kantor lewat aplikasinyoba 5 kali gagaldi tanyain ke petugas gmn klo langsung saja tanpa lewat aplikasidi suruh tetap lewat aplikasi walaupun kecewa saya saran pelayanan customer service di lokasi ditingkatkan dan aplikasi sering eror diperbaiki,1,BNI
